trade_id,trade_id_type,trade_version,product_type,currency,option_type,notional,trade_date,strike,expiry_date,maturity_date,counterparty_id,expiry_tenor,maturity_tenor,ifrs13_level,Day1_Pnl
HACKTRD0479,HackTradeID,1,IR Swaption,USD,Payer,94300000,2025-04-28,1.17,2030-04-09,2045-09-11,CPTY9841,5,5,Level 3,No
HACKTRD0288,HackTradeID,1,IR Swaption,USD,Receiver,6300000,2023-10-17,0.6,2026-07-05,2035-10-23,CPTY7612,5,15,Level 3,No
HACKTRD0878,HackTradeID,4,IR Swaption,JPY,Payer,17400000,2023-12-08,3.17,2029-10-02,2037-08-18,CPTY5818,3,10,Level 3,Yes
HACKTRD0131,HackTradeID,3,IR Swaption,USD,Receiver,12400000,2024-02-15,1.89,2029-02-21,2052-11-09,CPTY9038,5,30,Level 3,No
HACKTRD0503,HackTradeID,2,IR Swaption,USD,Receiver,64900000,2025-01-18,1.74,2030-01-21,2054-01-22,CPTY1040,5,20,Level 3,No
HACKTRD0177,HackTradeID,1,IR Swaption,USD,Receiver,20400000,2025-04-20,1.23,2028-11-04,2051-06-06,CPTY1317,2,20,Level 3,No
HACKTRD0327,HackTradeID,3,IR Swaption,USD,Receiver,13400000,2025-03-06,0.74,2029-08-12,2031-12-31,CPTY4744,3,20,Level 3,No
HACKTRD0555,HackTradeID,2,IR Swaption,USD,Receiver,99600000,2023-12-29,1.68,2029-10-28,2031-06-01,CPTY6670,2,20,Level 2,No
HACKTRD0467,HackTradeID,1,IR Swaption,USD,Receiver,85000000,2025-02-25,1.98,2025-02-01,2042-08-25,CPTY8870,5,15,Level 3,No
HACKTRD0192,HackTradeID,1,IR Swaption,USD,Payer,18000000,2025-01-11,2.32,2028-04-13,2032-04-17,CPTY7078,5,15,Level 2,No
HACKTRD0818,HackTradeID,3,IR Swaption,USD,Payer,45800000,2023-09-29,1.14,2027-05-08,2031-09-19,CPTY8127,3,10,Level 2,No
HACKTRD0833,HackTradeID,2,IR Swaption,JPY,Payer,82400000,2023-11-09,1.55,2028-10-19,2035-03-12,CPTY9216,3,5,Level 3,No
HACKTRD0973,HackTradeID,2,IR Swaption,EUR,Receiver,91700000,2024-03-12,3.87,2027-05-01,2052-12-02,CPTY3032,5,30,Level 3,Yes
HACKTRD0297,HackTradeID,2,IR Swaption,USD,Payer,86900000,2024-12-26,2.08,2029-05-02,2039-03-03,CPTY4648,2,10,Level 3,No
HACKTRD0627,HackTradeID,2,IR Swaption,USD,Receiver,67000000,2024-08-15,3.37,2028-02-27,2053-09-04,CPTY4606,5,5,Level 3,No
HACKTRD0469,HackTradeID,3,IR Swaption,USD,Payer,33400000,2024-04-21,1.27,2028-01-29,2053-03-03,CPTY9399,3,5,Level 3,No
HACKTRD0330,HackTradeID,3,IR Swaption,USD,Receiver,6400000,2025-03-06,1.06,2026-07-22,2048-05-20,CPTY7509,2,20,Level 3,No
HACKTRD0100,HackTradeID,1,IR Swaption,USD,Receiver,63700000,2023-11-13,0.71,2026-08-05,2046-06-18,CPTY1698,2,20,Level 3,No
HACKTRD0974,HackTradeID,2,IR Swaption,USD,Receiver,26100000,2024-04-09,3.29,2029-01-13,2048-09-29,CPTY6629,3,20,Level 3,No
HACKTRD0474,HackTradeID,3,IR Swaption,USD,Payer,11900000,2023-06-28,2.03,2025-06-13,2048-09-02,CPTY5727,5,20,Level 3,No
HACKTRD0478,HackTradeID,3,IR Swaption,USD,Payer,54100000,2024-02-11,2.58,2028-03-19,2054-07-14,CPTY3294,2,30,Level 3,No
HACKTRD0987,HackTradeID,1,IR Swaption,GBP,Payer,77300000,2025-04-17,2.47,2029-03-26,2054-02-22,CPTY2770,3,10,Level 3,Yes
HACKTRD0752,HackTradeID,4,IR Swaption,EUR,Receiver,80000000,2023-10-22,3.04,2027-05-15,2039-07-18,CPTY2764,1,15,Level 3,Yes
HACKTRD0225,HackTradeID,1,IR Swaption,USD,Payer,17700000,2023-12-19,1.38,2029-01-03,2049-07-08,CPTY8833,3,30,Level 3,No
HACKTRD0282,HackTradeID,1,IR Swaption,USD,Receiver,27600000,2024-02-11,3.65,2026-08-17,2051-12-12,CPTY5435,5,20,Level 3,No
HACKTRD0008,HackTradeID,1,IR Swaption,USD,Receiver,28900000,2023-09-24,1.61,2027-10-31,2052-10-24,CPTY4556,2,20,Level 3,No
HACKTRD0644,HackTradeID,4,IR Swaption,USD,Receiver,45500000,2024-05-25,3.65,2025-05-19,2052-07-28,CPTY5920,3,5,Level 3,Yes
HACKTRD0331,HackTradeID,4,IR Swaption,EUR,Payer,32200000,2024-04-21,1.93,2028-11-27,2029-09-18,CPTY7602,2,10,Level 3,No
HACKTRD0591,HackTradeID,1,IR Swaption,USD,Receiver,74300000,2024-09-08,0.98,2025-08-25,2037-10-14,CPTY6592,5,30,Level 3,No
HACKTRD0395,HackTradeID,2,IR Swaption,USD,Receiver,78700000,2025-01-15,1.56,2029-10-08,2040-07-05,CPTY8730,2,30,Level 3,No
HACKTRD0905,HackTradeID,3,IR Swaption,USD,Payer,26600000,2024-01-07,4.54,2028-03-14,2045-01-16,CPTY5758,1,20,Level 3,Yes
HACKTRD0633,HackTradeID,4,IR Swaption,USD,Receiver,32200000,2023-09-20,2.67,2028-04-01,2039-08-21,CPTY8382,5,20,Level 3,Yes
HACKTRD0302,HackTradeID,1,IR Swaption,USD,Payer,24400000,2024-09-15,3.01,2026-12-23,2042-10-06,CPTY1685,5,10,Level 2,No
HACKTRD0359,HackTradeID,4,IR Swaption,USD,Payer,61200000,2024-12-09,1.93,2026-02-14,2031-09-13,CPTY9754,2,20,Level 2,No
HACKTRD0982,HackTradeID,2,IR Swaption,GBP,Receiver,97000000,2023-06-15,4.99,2027-09-05,2035-08-06,CPTY9553,1,15,Level 3,Yes
HACKTRD0877,HackTradeID,1,IR Swaption,USD,Receiver,3400000,2025-02-18,1.51,2024-11-15,2047-05-29,CPTY9216,3,5,Level 3,Yes
HACKTRD0309,HackTradeID,2,IR Swaption,USD,Receiver,21500000,2024-10-22,0.55,2029-05-19,2045-10-14,CPTY6670,5,20,Level 3,No
HACKTRD0391,HackTradeID,3,IR Swaption,USD,Payer,4100000,2023-07-03,0.68,2024-11-20,2033-07-11,CPTY9652,2,15,Level 2,No
HACKTRD0521,HackTradeID,4,IR Swaption,EUR,Receiver,12300000,2024-06-08,1.43,2028-06-12,2043-12-15,CPTY7701,5,15,Level 3,No
HACKTRD0598,HackTradeID,3,IR Swaption,USD,Receiver,21800000,2024-07-23,2.86,2026-11-14,2049-08-13,CPTY9002,1,5,Level 3,Yes
HACKTRD0951,HackTradeID,1,IR Swaption,EUR,Payer,13700000,2024-08-27,4.21,2029-06-28,2055-01-07,CPTY2425,5,15,Level 3,No
HACKTRD0479,HackTradeID,2,IR Swaption,USD,Receiver,87300000,2024-09-03,3.16,2029-08-17,2053-05-10,CPTY7976,3,5,Level 3,No
HACKTRD0340,HackTradeID,2,IR Swaption,USD,Receiver,77800000,2025-01-25,4.05,2028-01-09,2049-02-16,CPTY6203,3,20,Level 3,Yes
HACKTRD0164,HackTradeID,4,IR Swaption,USD,Payer,61500000,2024-09-11,1.48,2029-02-08,2043-07-10,CPTY4490,2,30,Level 3,No
HACKTRD0331,HackTradeID,2,IR Swaption,USD,Receiver,7600000,2024-05-26,1.99,2026-05-22,2051-01-11,CPTY4967,3,20,Level 3,No
HACKTRD0297,HackTradeID,2,IR Swaption,USD,Payer,3800000,2024-04-15,1.37,2028-01-25,2044-09-30,CPTY9915,3,30,Level 3,No
HACKTRD0585,HackTradeID,2,IR Swaption,USD,Payer,8800000,2024-04-14,3.95,2025-07-10,2043-01-23,CPTY1685,3,20,Level 3,No
HACKTRD0343,HackTradeID,1,IR Swaption,USD,Receiver,58300000,2024-02-03,1.89,2027-06-02,2052-10-16,CPTY3752,1,15,Level 3,Yes
HACKTRD0041,HackTradeID,4,IR Swaption,USD,Receiver,44500000,2024-10-02,0.75,2030-02-12,2029-05-31,CPTY6691,2,15,Level 3,No
HACKTRD0592,HackTradeID,3,IR Swaption,USD,Receiver,81400000,2023-11-10,2.29,2027-02-05,2036-09-05,CPTY7591,3,15,Level 3,Yes
HACKTRD0275,HackTradeID,2,IR Swaption,USD,Receiver,12200000,2023-12-04,2.97,2029-05-29,2029-12-26,CPTY6690,3,15,Level 3,No
HACKTRD0408,HackTradeID,1,IR Swaption,USD,Receiver,82500000,2023-07-18,1.35,2025-12-18,2028-11-08,CPTY6189,2,10,Level 3,No
HACKTRD0822,HackTradeID,1,IR Swaption,USD,Payer,91400000,2025-03-15,1.9,2025-05-26,2053-10-28,CPTY4880,3,5,Level 3,Yes
HACKTRD0207,HackTradeID,3,IR Swaption,USD,Payer,53200000,2024-06-16,3.55,2030-02-16,2038-07-26,CPTY3192,3,30,Level 3,No
HACKTRD0039,HackTradeID,4,IR Swaption,USD,Payer,38900000,2024-01-11,0.79,2025-10-03,2038-12-08,CPTY3961,2,5,Level 3,No
HACKTRD0664,HackTradeID,4,IR Swaption,JPY,Payer,89700000,2024-03-30,1.8,2029-10-24,2054-12-29,CPTY8538,5,30,Level 3,No
HACKTRD0282,HackTradeID,4,IR Swaption,USD,Receiver,38100000,2024-01-27,2.18,2028-01-06,2030-02-09,CPTY8880,3,15,Level 3,No
HACKTRD0112,HackTradeID,4,IR Swaption,USD,Payer,89100000,2025-03-24,1.37,2029-03-04,2055-02-15,CPTY2917,3,30,Level 3,No
HACKTRD0288,HackTradeID,2,IR Swaption,USD,Receiver,49900000,2025-02-28,0.79,2029-10-26,2040-03-02,CPTY2521,2,30,Level 3,No
HACKTRD0473,HackTradeID,2,IR Swaption,USD,Receiver,69600000,2024-08-29,2.42,2029-09-27,2033-05-29,CPTY9326,3,20,Level 2,No
HACKTRD0574,HackTradeID,3,IR Swaption,USD,Payer,42900000,2023-07-18,0.63,2029-06-24,2055-02-09,CPTY7789,5,30,Level 3,No
HACKTRD0093,HackTradeID,2,IR Swaption,USD,Payer,51500000,2023-10-09,0.64,2024-11-09,2031-08-06,CPTY9815,5,15,Level 2,No
HACKTRD0789,HackTradeID,1,IR Swaption,USD,Payer,50300000,2025-02-12,2.75,2028-04-11,2054-10-31,CPTY4199,1,30,Level 3,No
HACKTRD0463,HackTradeID,1,IR Swaption,USD,Payer,30600000,2024-03-14,2.6,2027-03-05,2028-08-17,CPTY3594,1,15,Level 3,Yes
HACKTRD0620,HackTradeID,1,IR Swaption,USD,Payer,13300000,2025-04-01,1.11,2027-10-01,2053-05-18,CPTY8845,1,5,Level 3,Yes
HACKTRD0277,HackTradeID,4,IR Swaption,USD,Payer,52100000,2025-02-22,0.76,2027-07-17,2044-03-15,CPTY6776,2,15,Level 3,No
HACKTRD0323,HackTradeID,3,IR Swaption,USD,Receiver,99100000,2025-01-03,0.59,2030-03-13,2041-03-18,CPTY5648,2,30,Level 2,No
HACKTRD0218,HackTradeID,1,IR Swaption,USD,Payer,87800000,2025-01-02,2.03,2025-03-06,2054-12-23,CPTY4930,5,10,Level 3,No
HACKTRD0135,HackTradeID,4,IR Swaption,USD,Payer,92200000,2024-07-27,0.75,2028-12-10,2054-06-17,CPTY5212,2,10,Level 3,No
HACKTRD0670,HackTradeID,1,IR Swaption,USD,Receiver,29100000,2023-11-03,1.43,2027-02-23,2039-08-15,CPTY2030,5,5,Level 3,No
HACKTRD0571,HackTradeID,4,IR Swaption,USD,Receiver,49000000,2024-01-19,2.43,2026-09-17,2037-12-04,CPTY5424,5,15,Level 3,Yes
HACKTRD0072,HackTradeID,4,IR Swaption,USD,Receiver,63400000,2023-06-18,0.54,2028-04-17,2032-09-07,CPTY2733,5,15,Level 3,No
HACKTRD0237,HackTradeID,1,IR Swaption,EUR,Payer,17300000,2025-04-24,0.67,2029-06-24,2038-09-29,CPTY5971,5,30,Level 3,No
HACKTRD0538,HackTradeID,2,IR Swaption,USD,Payer,46300000,2023-09-18,0.97,2028-02-01,2055-03-20,CPTY9312,3,30,Level 3,No
HACKTRD0388,HackTradeID,1,IR Swaption,EUR,Receiver,81100000,2024-10-26,1.29,2029-07-18,2052-08-01,CPTY3096,2,20,Level 3,No
HACKTRD0279,HackTradeID,1,IR Swaption,USD,Payer,54100000,2023-11-08,1.24,2025-09-17,2030-05-11,CPTY9780,2,10,Level 3,No
HACKTRD0110,HackTradeID,2,IR Swaption,JPY,Receiver,91100000,2024-06-18,0.7,2029-11-16,2039-04-23,CPTY4810,5,10,Level 3,No
HACKTRD0120,HackTradeID,2,IR Swaption,USD,Receiver,44800000,2025-01-24,2.15,2027-03-27,2054-11-08,CPTY6415,5,30,Level 2,No
HACKTRD0098,HackTradeID,3,IR Swaption,USD,Payer,94100000,2024-01-06,1.08,2029-07-18,2038-09-19,CPTY1980,2,30,Level 2,No
HACKTRD0734,HackTradeID,4,IR Swaption,USD,Payer,25300000,2024-07-28,0.64,2028-04-25,2032-11-02,CPTY9112,2,20,Level 2,No
HACKTRD0817,HackTradeID,4,IR Swaption,USD,Payer,69000000,2025-01-05,2.85,2030-03-20,2053-02-19,CPTY6275,3,20,Level 3,No
HACKTRD0056,HackTradeID,2,IR Swaption,USD,Payer,93800000,2025-03-04,0.71,2030-02-24,2044-09-28,CPTY3327,2,10,Level 3,No
HACKTRD0082,HackTradeID,4,IR Swaption,USD,Payer,41300000,2024-08-22,0.58,2027-08-06,2033-02-18,CPTY3779,2,20,Level 2,No
HACKTRD0043,HackTradeID,1,IR Swaption,USD,Payer,47100000,2023-09-11,0.58,2026-07-16,2029-01-07,CPTY9311,5,15,Level 3,No
HACKTRD0175,HackTradeID,2,IR Swaption,USD,Receiver,78400000,2024-01-10,0.6,2029-09-15,2030-11-09,CPTY7949,5,20,Level 2,No
HACKTRD0586,HackTradeID,4,IR Swaption,USD,Payer,64300000,2023-12-12,2.82,2029-06-28,2038-07-17,CPTY6939,5,20,Level 3,Yes
HACKTRD0879,HackTradeID,2,IR Swaption,GBP,Payer,66800000,2025-02-24,4.06,2029-12-14,2054-07-14,CPTY7468,3,10,Level 3,Yes
HACKTRD0699,HackTradeID,4,IR Swaption,USD,Payer,22800000,2024-03-15,2.96,2025-06-22,2051-07-29,CPTY1325,3,10,Level 3,No
HACKTRD0922,HackTradeID,1,IR Swaption,USD,Receiver,85500000,2023-11-23,1.64,2024-11-06,2046-02-17,CPTY7349,3,10,Level 3,No
HACKTRD0054,HackTradeID,1,IR Swaption,USD,Payer,63300000,2025-03-19,0.83,2029-09-08,2033-09-27,CPTY1980,3,5,Level 3,No
HACKTRD0859,HackTradeID,3,IR Swaption,USD,Receiver,8700000,2023-07-09,0.84,2026-02-16,2033-05-13,CPTY8104,5,5,Level 3,Yes
HACKTRD0240,HackTradeID,1,IR Swaption,USD,Receiver,91200000,2024-12-29,1.99,2027-08-30,2028-10-19,CPTY8124,3,15,Level 3,No
HACKTRD0305,HackTradeID,3,IR Swaption,USD,Receiver,46800000,2025-04-16,1.36,2029-01-08,2055-04-21,CPTY1986,5,5,Level 3,No
HACKTRD0541,HackTradeID,3,IR Swaption,USD,Receiver,52300000,2025-02-25,0.7,2028-11-10,2028-06-07,CPTY6085,2,15,Level 2,No
HACKTRD0236,HackTradeID,4,IR Swaption,USD,Receiver,80800000,2025-04-19,1.03,2026-02-26,2048-07-30,CPTY6243,2,30,Level 2,No
HACKTRD0887,HackTradeID,1,IR Swaption,JPY,Receiver,29300000,2025-04-14,2.91,2029-03-06,2035-05-03,CPTY8701,5,20,Level 3,No
HACKTRD0922,HackTradeID,2,IR Swaption,EUR,Payer,69400000,2024-02-17,1.98,2027-07-11,2044-10-27,CPTY6580,3,15,Level 3,No
HACKTRD0879,HackTradeID,3,IR Swaption,USD,Payer,53300000,2024-05-02,2.83,2030-02-02,2052-04-18,CPTY3120,3,5,Level 3,No
HACKTRD0778,HackTradeID,2,IR Swaption,USD,Receiver,24100000,2025-02-22,3.3,2029-09-02,2054-05-17,CPTY7100,2,30,Level 3,No
HACKTRD0782,HackTradeID,3,IR Swaption,USD,Payer,24700000,2023-08-09,2.53,2028-08-17,2040-09-09,CPTY7543,3,20,Level 3,No
HACKTRD0338,HackTradeID,3,IR Swaption,USD,Payer,57600000,2023-12-16,1.53,2026-09-25,2043-01-21,CPTY4056,2,20,Level 3,No
HACKTRD0532,HackTradeID,1,IR Swaption,USD,Payer,51800000,2023-08-07,1.01,2028-11-28,2038-04-16,CPTY4435,5,20,Level 3,No
HACKTRD0775,HackTradeID,3,IR Swaption,USD,Payer,17600000,2024-08-17,2.0,2025-10-09,2040-03-16,CPTY4672,5,20,Level 2,No
HACKTRD0508,HackTradeID,2,IR Swaption,USD,Receiver,14700000,2024-02-05,1.28,2029-06-13,2053-06-08,CPTY6276,2,5,Level 3,No
HACKTRD0950,HackTradeID,2,IR Swaption,USD,Receiver,18800000,2025-03-30,1.77,2029-09-09,2044-01-04,CPTY7763,1,15,Level 3,No
HACKTRD0390,HackTradeID,3,IR Swaption,USD,Receiver,58100000,2025-04-29,1.72,2025-04-25,2046-08-26,CPTY7352,2,5,Level 2,No
HACKTRD0200,HackTradeID,2,IR Swaption,USD,Payer,7000000,2024-02-11,1.26,2025-02-19,2032-07-30,CPTY6690,3,5,Level 3,No
HACKTRD0738,HackTradeID,3,IR Swaption,USD,Receiver,71400000,2024-01-29,3.48,2028-06-08,2045-01-11,CPTY8566,5,30,Level 3,No
HACKTRD0170,HackTradeID,4,IR Swaption,USD,Payer,61400000,2024-09-16,2.33,2028-12-15,2052-03-14,CPTY4974,5,20,Level 3,No
HACKTRD0950,HackTradeID,4,IR Swaption,USD,Receiver,10700000,2024-11-09,1.18,2028-02-04,2048-12-31,CPTY8397,3,10,Level 3,No
HACKTRD0852,HackTradeID,2,IR Swaption,USD,Payer,67100000,2024-03-24,2.92,2027-09-21,2054-04-23,CPTY5174,1,30,Level 3,No
HACKTRD0661,HackTradeID,3,IR Swaption,USD,Payer,98500000,2023-07-27,2.72,2029-01-26,2046-12-11,CPTY4554,5,15,Level 3,No
HACKTRD0162,HackTradeID,3,IR Swaption,USD,Payer,56800000,2024-10-16,0.77,2028-01-09,2044-11-14,CPTY1966,3,10,Level 3,No
HACKTRD0568,HackTradeID,3,IR Swaption,USD,Payer,94800000,2024-12-04,2.3,2029-06-16,2035-12-21,CPTY7068,3,15,Level 3,No
HACKTRD0376,HackTradeID,2,IR Swaption,JPY,Payer,21600000,2025-03-20,3.29,2026-11-19,2044-06-29,CPTY5402,5,30,Level 3,No
HACKTRD0655,HackTradeID,1,IR Swaption,JPY,Receiver,84700000,2024-12-29,2.42,2025-07-25,2049-12-30,CPTY8620,3,5,Level 3,Yes
HACKTRD0055,HackTradeID,1,IR Swaption,USD,Payer,51400000,2025-04-03,0.61,2029-09-23,2033-08-02,CPTY7600,3,15,Level 3,No
HACKTRD0042,HackTradeID,2,IR Swaption,USD,Receiver,98000000,2025-01-09,1.36,2028-09-12,2039-09-03,CPTY2150,2,15,Level 2,No
HACKTRD0516,HackTradeID,1,IR Swaption,USD,Payer,16100000,2023-11-09,3.68,2025-02-19,2028-08-18,CPTY9785,1,20,Level 3,No
HACKTRD0448,HackTradeID,1,IR Swaption,USD,Receiver,29600000,2025-03-21,0.81,2029-06-08,2048-03-16,CPTY8340,3,20,Level 3,No
HACKTRD0863,HackTradeID,4,IR Swaption,USD,Payer,25100000,2024-12-27,1.27,2029-04-27,2051-12-14,CPTY8837,5,20,Level 3,No
HACKTRD0218,HackTradeID,1,IR Swaption,USD,Payer,25400000,2024-09-25,1.53,2029-03-22,2050-04-03,CPTY6887,2,5,Level 3,No
HACKTRD0297,HackTradeID,2,IR Swaption,USD,Payer,10400000,2024-10-23,1.07,2027-06-25,2043-09-07,CPTY9407,5,10,Level 3,No
HACKTRD0685,HackTradeID,1,IR Swaption,USD,Receiver,86000000,2024-11-07,4.27,2026-05-18,2044-02-04,CPTY7653,1,10,Level 3,Yes
HACKTRD0469,HackTradeID,4,IR Swaption,USD,Payer,3200000,2024-06-10,3.82,2027-02-27,2047-06-15,CPTY6416,2,15,Level 3,No
HACKTRD0280,HackTradeID,2,IR Swaption,USD,Receiver,81700000,2024-09-28,1.5,2030-03-27,2039-10-20,CPTY2007,2,20,Level 3,No
HACKTRD0800,HackTradeID,1,IR Swaption,EUR,Receiver,87300000,2024-02-25,4.44,2026-07-01,2030-06-05,CPTY8116,3,15,Level 3,Yes
HACKTRD0378,HackTradeID,1,IR Swaption,USD,Payer,6900000,2023-06-24,2.09,2025-12-04,2035-04-06,CPTY9501,2,30,Level 2,No
HACKTRD0856,HackTradeID,3,IR Swaption,USD,Receiver,14400000,2023-12-25,1.83,2030-03-18,2050-05-28,CPTY9002,1,30,Level 3,No
HACKTRD0238,HackTradeID,1,IR Swaption,USD,Payer,25600000,2025-04-18,2.34,2026-06-17,2054-10-19,CPTY9228,1,20,Level 3,No
HACKTRD0977,HackTradeID,3,IR Swaption,USD,Receiver,79600000,2024-09-02,2.56,2025-12-04,2032-12-15,CPTY8339,5,15,Level 3,No
HACKTRD0252,HackTradeID,3,IR Swaption,USD,Payer,31200000,2023-10-20,0.65,2026-01-13,2029-08-11,CPTY4638,1,20,Level 3,No
HACKTRD0296,HackTradeID,3,IR Swaption,USD,Payer,98400000,2025-03-07,3.38,2029-08-18,2040-02-20,CPTY1140,2,30,Level 3,No
HACKTRD0419,HackTradeID,1,IR Swaption,USD,Payer,83400000,2024-01-29,2.87,2027-11-23,2030-08-09,CPTY1264,5,5,Level 3,No
HACKTRD0177,HackTradeID,4,IR Swaption,JPY,Receiver,25100000,2024-05-04,2.05,2027-10-04,2051-10-12,CPTY6779,5,15,Level 3,No
HACKTRD0125,HackTradeID,3,IR Swaption,USD,Receiver,95800000,2023-10-03,2.1,2026-05-29,2036-03-19,CPTY8973,2,5,Level 3,No
HACKTRD0642,HackTradeID,4,IR Swaption,USD,Payer,49000000,2023-09-27,1.55,2025-05-19,2037-03-07,CPTY1896,3,10,Level 3,No
HACKTRD0022,HackTradeID,1,IR Swaption,USD,Payer,28200000,2023-11-03,1.63,2027-07-04,2039-07-14,CPTY3961,3,20,Level 2,No
HACKTRD0170,HackTradeID,2,IR Swaption,USD,Payer,85800000,2024-07-01,2.12,2026-07-19,2041-02-23,CPTY6752,2,20,Level 3,No
HACKTRD0707,HackTradeID,2,IR Swaption,USD,Payer,99500000,2023-09-01,1.8,2028-08-25,2052-07-14,CPTY9397,3,20,Level 3,No
HACKTRD0234,HackTradeID,2,IR Swaption,USD,Receiver,27200000,2024-03-01,1.77,2029-02-16,2053-08-22,CPTY5470,2,10,Level 3,No
HACKTRD0525,HackTradeID,4,IR Swaption,USD,Receiver,94300000,2023-07-23,2.3,2025-06-30,2055-01-21,CPTY7397,3,30,Level 3,No
HACKTRD0141,HackTradeID,1,IR Swaption,USD,Payer,16600000,2023-07-21,0.78,2028-08-31,2036-05-19,CPTY6342,5,5,Level 3,No
HACKTRD0204,HackTradeID,4,IR Swaption,USD,Payer,7900000,2024-07-06,0.55,2028-07-21,2030-10-31,CPTY3969,2,15,Level 3,No
HACKTRD0010,HackTradeID,3,IR Swaption,USD,Payer,9700000,2024-12-09,0.54,2028-10-13,2033-12-01,CPTY9006,3,30,Level 3,No
HACKTRD0945,HackTradeID,3,IR Swaption,JPY,Receiver,76600000,2023-09-20,4.09,2028-01-26,2049-02-15,CPTY4443,3,30,Level 3,Yes
HACKTRD0350,HackTradeID,2,IR Swaption,USD,Payer,54500000,2023-11-10,2.94,2025-05-30,2040-09-30,CPTY7591,3,5,Level 2,No
HACKTRD0588,HackTradeID,1,IR Swaption,JPY,Receiver,60100000,2024-01-02,2.32,2027-10-19,2055-01-21,CPTY7358,3,30,Level 3,Yes
HACKTRD0570,HackTradeID,1,IR Swaption,USD,Payer,17600000,2023-07-20,0.66,2026-03-24,2030-01-09,CPTY9058,5,20,Level 3,No
HACKTRD0549,HackTradeID,4,IR Swaption,USD,Receiver,69700000,2024-12-30,0.92,2029-03-12,2048-03-29,CPTY9210,3,20,Level 3,Yes
HACKTRD0270,HackTradeID,4,IR Swaption,USD,Receiver,15400000,2024-07-01,3.35,2029-03-20,2042-04-30,CPTY5330,1,20,Level 3,No
HACKTRD0810,HackTradeID,4,IR Swaption,USD,Receiver,40500000,2024-06-06,2.34,2025-06-28,2028-08-19,CPTY8701,3,15,Level 3,Yes
HACKTRD0723,HackTradeID,2,IR Swaption,GBP,Receiver,97700000,2024-11-27,4.64,2028-11-16,2040-11-06,CPTY2873,3,30,Level 3,No
HACKTRD0872,HackTradeID,4,IR Swaption,EUR,Receiver,2500000,2023-09-05,1.83,2026-08-01,2031-09-25,CPTY8797,1,20,Level 3,Yes
HACKTRD0908,HackTradeID,1,IR Swaption,GBP,Payer,1600000,2023-12-19,2.58,2028-06-12,2055-02-21,CPTY1692,1,15,Level 3,No
HACKTRD0228,HackTradeID,2,IR Swaption,USD,Payer,14100000,2024-04-29,4.61,2027-04-23,2046-04-29,CPTY4389,3,30,Level 3,No
HACKTRD0712,HackTradeID,1,IR Swaption,USD,Payer,38100000,2024-07-22,4.82,2029-09-27,2053-10-08,CPTY5063,3,5,Level 3,Yes
HACKTRD0477,HackTradeID,2,IR Swaption,USD,Receiver,41400000,2023-11-27,3.64,2029-02-09,2052-04-09,CPTY9381,5,30,Level 3,No
HACKTRD0435,HackTradeID,3,IR Swaption,USD,Receiver,37800000,2024-09-08,1.12,2026-10-04,2037-06-11,CPTY9058,5,20,Level 3,No
HACKTRD0123,HackTradeID,3,IR Swaption,USD,Payer,90600000,2025-01-18,1.82,2027-02-06,2031-03-21,CPTY7238,3,30,Level 2,No
HACKTRD0077,HackTradeID,4,IR Swaption,USD,Receiver,79200000,2024-03-23,3.67,2026-01-31,2037-08-09,CPTY3961,3,30,Level 2,No
HACKTRD0981,HackTradeID,2,IR Swaption,USD,Payer,88600000,2024-11-17,1.92,2025-05-02,2043-12-31,CPTY4880,2,30,Level 2,No
HACKTRD0318,HackTradeID,3,IR Swaption,USD,Receiver,66100000,2023-06-26,1.49,2025-06-21,2031-04-24,CPTY2622,5,10,Level 3,No
HACKTRD0784,HackTradeID,4,IR Swaption,USD,Payer,25900000,2025-01-25,1.68,2029-02-09,2039-10-29,CPTY8175,2,15,Level 3,No
HACKTRD0159,HackTradeID,1,IR Swaption,USD,Receiver,4500000,2024-07-19,1.21,2026-09-19,2029-10-29,CPTY6779,2,10,Level 2,No
HACKTRD0688,HackTradeID,2,IR Swaption,USD,Payer,8200000,2023-12-28,2.53,2027-06-28,2030-05-06,CPTY5485,5,20,Level 3,No
HACKTRD0073,HackTradeID,4,IR Swaption,USD,Payer,40500000,2023-06-08,2.36,2026-02-21,2028-08-09,CPTY1504,2,20,Level 2,No
HACKTRD0285,HackTradeID,3,IR Swaption,USD,Receiver,86300000,2024-02-24,1.83,2026-06-29,2045-06-07,CPTY4374,2,15,Level 2,No
HACKTRD0661,HackTradeID,2,IR Swaption,USD,Payer,77800000,2024-01-22,1.86,2028-06-02,2037-01-14,CPTY6929,3,30,Level 2,No
HACKTRD0464,HackTradeID,4,IR Swaption,USD,Payer,25600000,2023-06-26,1.14,2027-12-30,2035-11-03,CPTY7623,2,10,Level 3,No
HACKTRD0497,HackTradeID,3,IR Swaption,USD,Payer,8500000,2024-01-21,1.92,2029-09-26,2037-12-23,CPTY3261,2,20,Level 3,No
HACKTRD0114,HackTradeID,1,IR Swaption,USD,Payer,61500000,2025-03-22,1.22,2028-07-03,2046-07-13,CPTY6232,5,30,Level 3,No
HACKTRD0640,HackTradeID,4,IR Swaption,USD,Payer,92900000,2025-04-23,1.1,2029-11-19,2051-07-07,CPTY3068,2,10,Level 3,No
